Text,Label,type
"<meter onkeyup=""alert(1)"" contenteditable>test</meter>",2,xss
"<em onmouseout=""alert(1)"">test</em>",2,xss
6.74855E+15,0,xss
SELECT COUNT ( divide )  FROM instrument,0,xss
hlinka,0,sql
select   (  case when   (  8978  =  1426  )   then 1 else 8978*  (  select 8978 from master..sysdatabases  )   end  )  --,1,sql
"<li><a href=""/wiki/Charles_Fran%C3%A7ois_(systems_scientist)"" title=""Charles François (systems scientist)"">Charles François </a> </li>",0,xss
"<li id=""cite_note-300""><span class=""mw-cite-backlink""><b><a href=""#cite_ref-300"">^ </a> </b> ",0,xss
SELECT COUNT ( sillyID ) FROM tide,0,xss
"<multicol draggable=""true"" ondragenter=""alert(1)"">test</multicol>",2,xss
"<style>:target {color:red;}</style><bdo id=x style=""transition:color 1s"" ontransitionend=alert(1)></bdo>",2,xss
"-3828%""   )    )     )   or make_set  (  1765  =  8657,8657  )   and    (    (     (  ""%""  =  """,1,xss
SELECT * FROM desert WHERE flew = 'pleasure'  AND  ( according = 'won' OR flow = 'stretch' ) ,0,sql
82751097h,0,sql
"<samp draggable=""true"" ondrag=""alert(1)"">test</samp>",2,xss
"	 </span><link rel=""mw-deduplicated-inline-style"" href=""mw-data:TemplateStyles:r935243608""/> </li>",0,xss
<i id=x tabindex=1 onfocus=alert(1)></i>,2,xss
"1""  )   order by 1#",1,sql
SELECT * FROM art WHERE duty = 'glass'  AND  ( my = 'nervous' OR least = 'in' ) ,0,sql
"	 </span> <span class=""reference-text""><a href=""#CITEREFLighthill1973"">Lighthill 1973 </a>. ",0,xss
"<li><a href=""/wiki/Developmental_robotics"" title=""Developmental robotics"">Developmental </a> </li>",0,xss
"-3868'   )    )    or make_set  (  6809  =  1236,1236  )   and    (    (   'evnj'  =  'evnj",1,sql
"<li><a href=""#CITEREFCrevier1993"">Crevier 1993 </a>, pp.&#160;168 </li>",0,xss
ceferina,0,xss
select   (  case when   (  5322  =  6200  )   then 5322 else cast  (  1 as int  )  /  (  select 0 from dual  )   end  )   from dual--,1,sql
"-7860'   )    )     )   union all select 7420,7420,7420,7420,7420,7420,7420,7420,7420,7420--",1,sql
wildt_feng-chiao@paseotuperro.ke,0,sql
 </li>,0,xss
"1""  )   where 6809  =  6809 rlike   (  select * from   (  select  (  sleep  (  5   )    )     )  sgvo  )  --",1,sql
"<style>@keyframes x{}</style><th style=""animation-name:x"" onanimationend=""alert(1)""></th>",2,xss
"1 where 5929  =  5929 or 5286  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --",1,sql
SELECT * FROM important WHERE pair LIKE '%safety%',0,xss
SELECT COUNT ( central ) FROM composed,0,sql
"-5227"" union all select 2666--",1,sql
5.37091E+14,0,sql
DELETE FROM desk,0,sql
<noembed onpointerdown=alert(1)>XSS</noembed>,2,xss
" select * from users where id  =  1 <@. union select 1,version  (    )   -- 1",1,sql
SELECT AVG ( meat ) FROM ants,0,sql
<svg><nextid onload=alert(1)></nextid>,2,xss
SELECT eventually ( s )  FROM double SELECT property FROM wish,0,xss
<select onblur=alert(1) id=x></select><input autofocus>,2,xss
"<style>@keyframes x{from {left:0;}to {left: 1000px;}}:target {animation:10s ease-in-out 0s 1 x;}</style><input id=x style=""position:absolute;"" onanimationcancel=""alert(1)""></input>",2,xss
"1%'  )   or char  (  119  )  ||char  (  100  )  ||char  (  99  )  ||char  (  121  )    =  regexp_substring  (  repeat  (  right  (  char  (  1441  )  ,0  )  ,5000000000  )  ,null  )  --",1,sql
SELECT * FROM riding  WHERE jungle = zoo,0,sql
SELECT related ( s FROM rod RIGHT JOIN,0,sql
24604865v,0,sql
"<meta onkeyup=""alert(1)"" contenteditable>test</meta>",2,xss
SELECT * FROM although WHERE manner BETWEEN '1996-07-01' AND '1996-07-31',0,sql
"1"" or 9643  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )   and ""ctdc""  =  ""ctdc",1,sql
SELECT * FROM bear WHERE standard  BETWEEN 10 AND 20,0,sql
?revivir,0,xss
"select dbms_pipe.receive_message  (  chr  (  66  )  ||chr  (  67  )  ||chr  (  79  )  ||chr  (  101  )  ,5  )   from dual and    (    (     (  ""%""  =  """,1,sql
SELECT * FROM accept FETCH FIRST 3 ROWS ONLY SELECT TOP 50 PERCENT * FROM cabin,0,sql
"1  )   where 6990  =  6990 and 2716  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --",1,sql
SELECT location FROM choice,0,sql
-5389'||  (  select 'gggl' where 1020  =  1020 union all select 1020#,1,sql
SELECT * FROM itself WHERE made = 'equal'  OR universe = 'concerned',0,sql
<xmp onfocusout=alert(1) tabindex=1 id=x></xmp><input autofocus>,2,xss
"1%' procedure analyse  (  extractvalue  (  5840,concat  (  0x5c,0x7171706a71,  (  select   (  case when   (  5840  =  5840  )   then 1 else 0 end   )    )   ,0x717a767a71   )    )   ,1  )   and '%'  =  '",1,sql
"   SELECT judge, cowboy, case FROM grow WHERE himself  IS NULL",0,sql
mae,0,xss
"		<a href=""/wiki/File:Kismet_robot_at_MIT_Museum.jpg"" class=""image"">",0,xss
SELECT option_value FROM wp_options WHERE option_name  =  '_options_footer_button_3_link' LIMIT 1,0,sql
9437,0,sql
"<tfoot onmouseenter=""alert(1)"">test</tfoot>",2,xss
"1'   )    )    as pstn where 6691  =  6691 and 4241  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  4241  =  4241  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )  --",1,xss
"  SELECT City, Country FROM SuppliersWHERE Country = 'Germany'ORDER BY City;  SELECT 'Customer' AS Type, ContactName, City, Country",0,sql
SELECT option_value FROM wp_options WHERE option_name  =  'houzez_20_db_updated' LIMIT 1,0,sql
"<li class=""toclevel-2 tocsection-41""><a href=""#Law-related_professions""><span class=""tocnumber"">7.6 ",0,xss
"select count  (  *  )   from generate_series  (  1,5000000   )    )   +'",1,sql
miguel leon gracia 174,0,sql
1 and   (  3020  =  3020  )  *6703,1,sql
g1ne136,0,sql
-2316'   )    )     )   or 8519  =  6010,1,sql
"<style>:target {color: red;}</style><style id=x style=""transition:color 10s"" ontransitioncancel=alert(1)></style>",2,xss
1' and   (  select * from   (  select  (  sleep  (  5   )    )     )  fzno  )   and 'mepp'  =  'mepp,1,sql
tomkin,0,sql
SELECT * FROM straw WHERE hunt = 'deeply'  OR fly = 'truth',0,sql
end-- elvi,1,sql
"1""   )    )    as ltco where 3862  =  3862 or 5286  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --",1,sql
"1'   )    )    and 5556  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )   and    (    (   'ekla'  =  'ekla",1,sql
6922,0,sql
SELECT * FROM broke WHERE mill NOT LIKE '[certain]%',0,sql
SELECT * FROM eleven WHERE night = 'who' LIMIT 3,0,xss
1 where 8180  =  8180 or sleep  (  5  )  #,1,xss
"	 <div style=""padding:0em 0.25em"">",0,xss
1'||  (  select 'ogyu' from dual where 6691  =  6691,1,sql
SELECT dropped ( s ) FROM road INNER JOIN,0,sql
7965,0,xss
v,1,sql
"1"" or 8384  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )    and ""bkoq""  =  ""bkoq",1,xss
<mark onpointerleave=alert(1)>XSS</mark>,2,xss
"	 <div style=""padding:0em 0.25em"">",0,xss
SELECT * FROM pound,0,sql
SELECT * FROM lead WHERE spent BETWEEN friendly09/01/1996pleasure AND climate15/31/1996did,0,sql
-7273%'   )    )    order by 1#,1,sql
"1'   )    )    or 8315  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )   and    (    (   'bmbt'  =  'bmbt",1,sql
SELECT * FROM  ( SELECT unit FROM driving ) ,0,sql
"  SELECT explainID AS ID, beautiful AS eager FROM with",0,sql
"1"" where 6179  =  6179",1,sql
 )  ;waitfor delay '0:0:__TIME__'--,1,sql
"<style>:target {color:red;}</style><blockquote id=x style=""transition:color 1s"" ontransitionend=alert(1)></blockquote>",2,xss
FROM  ( SELECT DISTINCT struggle FROM church ) ,0,sql
SELECT * FROM fierce WHERE get = 'gold' FETCH FIRST 3 ROWS ONLY,0,sql
4.81172E+15,0,sql
1'||  (  select 'hkvl' from dual where 8882  =  8882,1,xss
remberta,0,sql
kamber@weat.gd,0,sql
SELECT * FROM vast ORDER BY forest DESC,0,sql
protectorio,0,sql
1.58112E+15,0,xss
"<div draggable=""true"" contenteditable>drag me</div><map ondragover=alert(1) contenteditable>drop here</map>",2,xss
"<article onkeypress=""alert(1)"" contenteditable>test</article>",2,xss
"1%'   )    )    and 6414  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )   and    (    (   '%'  =  '",1,sql
"<li><a href=""/wiki/Mind%E2%80%93body_dualism"" title=""Mind–body dualism"">Mind–body dualism </a> </li>",0,xss
"  SELECT * FROM stand WHERE still NOT IN  ( 'gain', 'happy', 'balance' )  ",0,sql
casacuberta delacerda,0,sql
SELECT option_value FROM wp_options WHERE option_name  =  'wpassetcleanup_global_data' LIMIT 1,0,sql
SELECT * FROM current  WHERE satellites NOT LIKE '[worker]%',0,sql
"1%""   )    )     )   and 3202  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )    and    (    (     (  ""%""  =  """,1,sql
SELECT * FROM travel WHERE claws NOT LIKE 'escape%',0,sql
<td id=x tabindex=1 onfocusin=alert(1)></td>,2,xss
"<html onpaste=""alert(1)"" contenteditable>test</html>",2,xss
"	 </span><link rel=""mw-deduplicated-inline-style"" href=""mw-data:TemplateStyles:r935243608""/> ",0,xss
<bdo onpointerover=alert(1)>XSS</bdo>,2,xss
"select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 and 'osqf'  =  'osqf",1,sql
"1%""   )    )    or 4240  =    (  select 4240 from pg_sleep  (  5   )    )   --",1,sql
"-9557%""   )    )     )   or 4747  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4747  =  4747  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and    (    (     (  ""%""  =  """,1,sql
SELECT * FROM shallow WHERE wheel BETWEEN '1996-07-01' AND '1996-07-31',0,sql
select case when 1802  =  7063 then 1 else null end--,1,sql
	 </span> </h3>,0,xss
"-5190%"" or 8298  =  9306 and ""%""  =  """,1,sql
plaa caudillo 60,0,xss
"<li><a href=""/wiki/Image_compression"" title=""Image compression"">Image compression </a> </li>",0,xss
"1""  )   where 5938  =  5938 and   (  select * from   (  select  (  sleep  (  5   )    )     )  gcrr  )  #",1,sql
SELECT COUNT ( * )  FROM wp_options WHERE option_name LIKE 'wp\\_wps\\_bg\\_file\\_sync\\_1\\_batch\\_%',0,sql
"1'+  (  select cjcp where 2590  =  2590 union all select null,null,null,null,null,null,null#",1,sql
"1'+  (  select 'ycvl' where 8415  =  8415 or char  (  119  )  ||char  (  100  )  ||char  (  99  )  ||char  (  121  )    =  regexp_substring  (  repeat  (  right  (  char  (  1441  )  ,0  )  ,5000000000  )  ,null  )  --",1,sql
"<li><a href=""/wiki/Machine_Intelligence_Research_Institute"" title=""Machine Intelligence Research Institute"">Machine Intelligence Research Institute </a> </li>",0,xss
SELECT * FROM through WHERE vegetable LIKE '%universe%',0,sql
"1'||  (  select 'akye' where 9242  =  9242 union all select null,null,null,null,null,null#",1,sql
"1' in boolean mode  )   and char  (  107  )  ||char  (  121  )  ||char  (  97  )  ||char  (  80  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --",1,xss
"   SELECT pretty, friend, successFROM wait WHERE independent  IS NOT NULL",0,sql
SELECT * FROM  ( SELECT doubt FROM detail ) ,0,xss
18684547z,0,sql
"	 </span>. <a href=""/wiki/Digital_object_identifier"" title=""Digital object identifier"">doi </a>:<a rel=""nofollow"" class=""external text"" href=""https://doi.org/10.1117%2F12.474462"">10.1117/12.474462 </a>. Archived from <a rel=""nofollow"" class=""external text"" href=""http://www.isd.mel.nist.gov/documents/albus/4DRCS.pdf"">the original </a> <span class=""cs1-format"">(PDF) ",0,xss
43812,0,sql
holtz@pasajesaereosbaratos.es,0,sql
SELECT * FROM it WHERE native BETWEEN 'milk' AND 'sitting',0,xss
 UPDATE noun SET else = 'negative'WHERE late = 'audience',0,sql
DELETE FROM sail,0,sql
"<footer onkeyup=""alert(1)"" contenteditable>test</footer>",2,xss
 </li>,0,xss
"  SELECT stairs AS cool, arrangement AS [truth]  FROM forget",0,sql
"-4346'  )   or 1 group by concat  (  0x7171706a71,  (  select   (  case when   (  4232  =  4232  )   then 1 else 0 end   )    )   ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )    having min  (  0  )  #",1,sql
SELECT * FROM movement WHERE stuck = 'combination'  AND  ( change = 'apartment' OR widely = 'egg' ) ,0,sql
SELECT worried ( s )  FROM essential LEFT JOIN,0,xss
46225556h,0,sql
19461,0,sql
"<embed onmouseout=""alert(1)"">test</embed>",2,xss
"	 </span><link rel=""mw-deduplicated-inline-style"" href=""mw-data:TemplateStyles:r935243608""/> ",0,xss
SELECT * FROM safe WHERE increase = 'engine',0,xss
monsalve almada,0,sql
" select * from users where id  =  '1' <@<@ union select 1,version  (    )   -- 1'",1,sql
"<element draggable=""true"" ondrag=""alert(1)"">test</element>",2,xss
          SphinxRtdTheme.Navigation.enable(true);,0,xss
"<pre draggable=""true"" ondragenter=""alert(1)"">test</pre>",2,xss
1'||  (  select 'xugb' from dual where 6772  =  6772,1,sql
"<area onbeforecopy=""alert(1)"" contenteditable>test</area>",2,xss
<textarea autofocus onfocus=alert(1)>test</textarea>,2,xss
"	 </span><link rel=""mw-deduplicated-inline-style"" href=""mw-data:TemplateStyles:r935243608""/> ",0,xss
"	 </span><link rel=""mw-deduplicated-inline-style"" href=""mw-data:TemplateStyles:r935243608""/> ",0,xss
"  UPDATE success SET without =  'question', City =  'raw' WHERE swept =  further",0,xss
SELECT * FROM grade  WHERE world = beginning,0,sql
SELECT * FROM generally WHERE plain LIKE '%alphabet%',0,sql
SELECT * FROM began WHERE every IN  ( SELECT choice FROM standard ) ,0,sql
"1""   )    )    as vigs where 6175  =  6175 or   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8113  =  8113,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )  --",1,sql
"1""   )    )    or sleep  (  5  )  #",1,sql
SELECT * FROM alphabet WHERE Price NOT BETWEEN 10 AND 20,0,sql
 </li>,0,xss
"   SELECT clear,carbon,bottle,ranch,research     (  (  scared JOIN clearly ON vertical.mass =  president.valley )   INNER JOIN brokenON Orders.copper =  vertical.arrowID ) ",0,sql
SELECT once ( s )  FROM afraid UNION ALL,0,sql
4.77403E+15,0,sql
27268,0,sql
"<video id=x controls onfocus=alert(1)><source src=""validvideo.mp4"" type=video/mp4></video>",2,xss
" select sleep  (  5  )   and    (    (     (  ""zlal""  =  ""zlal",1,xss
<col onpointermove=alert(1)>XSS</col>,2,xss
"1"" where 9461  =  9461",1,sql
1'+  (  select qpaf where 7859  =  7859 or   (  select * from   (  select  (  sleep  (  5   )    )     )  ydpu   )    )   +',1,sql
"SELECT post_id, meta_key, meta_value FROM wp_postmeta WHERE post_id IN  ( 24 )  ORDER BY meta_id ASC",0,sql
SELECT * FROM handsome WHERE die LIKE '%race%',0,sql
"-5596'   )    )     )   union all select 4877,4877,4877,4877,4877,4877,4877,4877,4877,4877--",1,sql
3sc8r4a8anada,0,sql
"INSERT INTO mass ( gain, written, lunch, allow, might, prove )  VALUES  ( 'suit', 'root'. pressure', 'given', 'lose', 'writer', 'country' )  ",0,sql
SELECT * FROM spend WHERE search BETWEEN '1996-07-01' AND '1996-07-31',0,sql
"1',  (  select   (  case when   (  5433  =  5433  )   then 1 else cast  (  1 as int  )  /  (  select 0 from dual  )   end  )   from dual  )  ",1,sql
03344221k,0,sql
"<h3><span class=""mw-headline"" id=""Knowledge_representation"">Knowledge representation ",0,xss
3.1201E+15,0,sql
SELECT sport ( s )  FROM average SELECT usual FROM weigh,0,sql
"<select draggable=""true"" ondrag=""alert(1)"">test</select>",2,xss
"<h4><span class=""mw-headline"" id=""Strong_AI_hypothesis"">Strong AI hypothesis ",0,xss
"INSERT INTO help ( grandfather, lungs, trail, time, closer, tongue )  VALUES  ( 'mistake', 'means'. surprise', 'outer', 'porch', 'beside', 'captain' )  ",0,sql
SELECT COUNT ( out ) FROM port,0,sql
SELECT * FROM master 3,0,xss
"<html onmouseover=""alert(1)"">test</html>",2,xss
 </ul>,0,xss
	 </span> 2009 ,0,xss
"<bdo draggable=""true"" ondragenter=""alert(1)"">test</bdo>",2,xss
"1"" where 1809  =  1809 and make_set  (  8403  =  8403,8899  )  --",1,xss
"<link onbeforepaste=""alert(1)"" contenteditable>test</link>",2,xss
SELECT DISTINCT rose FROM public,0,sql
end and    (    (     (  'hwrs' like 'hwrs,1,sql
SELECT * FROM language FETCH FIRST 3 ROWS ONLY SELECT TOP 50 PERCENT * FROM are,0,xss
SELECT * FROM upward WHERE each NOT LIKE 'moving%',0,sql
SELECT * FROM whenever,0,sql
SELECT * FROM notice WHERE exact BETWEEN '1996-07-01' AND '1996-07-31',0,sql
"calle juan de uceda, 180,",0,sql
bertolda,0,xss
"1""  )   where 8462  =  8462 and updatexml  (  3393,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  3393  =  3393,1   )    )     )  ,0x717a767a71  )  ,1161  )  --",1,sql
"  UPDATE partly SET safety =  'shape', City =  'raise' WHERE throughout =  same",0,sql
edilio,0,sql
"<output draggable=""true"" ondragenter=""alert(1)"">test</output>",2,xss
"<li id=""cite_note-313""><span class=""mw-cite-backlink""><b><a href=""#cite_ref-313"">^ </a> </b> ",0,xss
"<li id=""cite_note-116""><span class=""mw-cite-backlink""><b><a href=""#cite_ref-116"">^ </a> </b> ",0,xss
"1'   )    )     )   or char  (  68  )  ||char  (  69  )  ||char  (  97  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  5389  )  ,0  )  ,5000000000  )  ,null  )   and    (    (     (  'jhle' like 'jhle",1,xss
SELECT * FROM consist WHERE add BETWEEN 'example' AND 'birthday',0,sql
SELECT particular ( s )  FROM smoke SELECT whatever FROM tried,0,sql
"-2028%'   )    )     )   or 1570  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  1570  =  1570  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and    (    (     (  '%'  =  '",1,xss
"-8869"" where 3019  =  3019 union all select 3019,3019,3019#",1,sql
85089975a,0,sql
"<li><a href=""/wiki/Multithreading_(computer_architecture)"" title=""Multithreading (computer architecture)"">Multithreading </a> </li>",0,xss
96277205x,0,xss
"<ul><li><a href=""/wiki/Computer_architecture"" title=""Computer architecture"">Computer architecture </a> </li>",0,xss
DELETE FROM zulu,0,sql
"	 </span><a href=""/w/index.php?title=Artificial_intelligence&amp;action=edit&amp;section=49"" title=""Edit section: The limits of artificial general intelligence"">edit </a><span class=""mw-editsection-bracket"">] ",0,xss
"<li><a href=""/wiki/Cognitive_closure_(philosophy)"" title=""Cognitive closure (philosophy)"">Cognitive closure </a> </li>",0,xss
"1%'   )    )    and 8189  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  --",1,sql
"<option ondblclick=""alert(1)"">test</option>",2,xss
"Expert knowledge as <a href=""/wiki/Embodied_cognition"" title=""Embodied cognition"">embodied </a> intuition:",0,xss
"1%""   )    )    union all select null,null,null#",1,sql
<textarea id=x tabindex=1 onbeforedeactivate=alert(1)></textarea><input autofocus>,2,xss
"1""   )    )    as lomw where 9257  =  9257 union all select null,null,null,null,null,null--",1,sql
"1""  )   where 1807  =  1807",1,xss
"	 </span> <span class=""reference-text"">Haşim Sak, Andrew Senior, Kanishka Rao, Françoise Beaufays and Johan Schalkwyk (September 2015): <a rel=""nofollow"" class=""external text"" href=""http://googleresearch.blogspot.ch/2015/09/google-voice-search-faster-and-more.html"">Google voice search: faster and more accurate. </a> <a rel=""nofollow"" class=""external text"" href=""https://web.archive.org/web/20160309191532/http://googleresearch.blogspot.ch/2015/09/google-voice-search-faster-and-more.html"">Archived </a> 9 March 2016 at the <a href=""/wiki/Wayback_Machine"" title=""Wayback Machine"">Wayback Machine </a> ",0,xss
SELECT branch ( s ) FROM completely INNER JOIN,0,sql
SELECT * FROM practice WHERE twenty BETWEEN '1996-07-01' AND '1996-07-31',0,xss
"1%""  )   order by 1#",1,xss
"<article onbeforepaste=""alert(1)"" contenteditable>test</article>",2,xss
"<div draggable=""true"" contenteditable>drag me</div><i ondragover=alert(1) contenteditable>drop here</i>",2,xss
"<keygen draggable=""true"" ondragenter=""alert(1)"">test</keygen>",2,xss
"-7887'  )   union all select 9049,9049,9049,9049,9049,9049,9049,9049,9049,9049#",1,xss
"  SELECT partly,field FROM slide WHERE why = 'country' UNION SELECT no, replace FROM youth",0,xss
"   SELECT COUNT ( song ) , exactly FROM out BY ate",0,xss
"SELECT ProductName, UnitPrice *  ( UnitsInStock + NVL ( UnitsOnOrder, 0  )  )   FROM Products;",0,sql
"<listing onmouseenter=""alert(1)"">test</listing>",2,xss
"<audio onclick=""alert(1)"">test</audio>",2,xss
-4583'  )   as evbo where 6055  =  6055 union all select 6055--,1,sql
9224,0,sql
"  SELECT DATE ( ""2017-06-15"" ) ;",0,sql
<big onpointerenter=alert(1)>XSS</big>,2,xss
"<audio onbeforepaste=""alert(1)"" contenteditable>test</audio>",2,xss
-4965  )   as imga where 3705  =  3705 union all select 3705--,1,sql
15821726a,0,xss
"	 </span>. </cite><span title=""ctx_ver=Z39.88-2004&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Abook&amp;rft.genre=unknown&amp;rft.btitle=ACM+Computing+Classification+System%3A+Artificial+intelligence&amp;rft.pub=ACM&amp;rft.date=1998&amp;rft_id=http%3A%2F%2Fwww.acm.org%2Fclass%2F1998%2FI.2.html&amp;rfr_id=info%3Asid%2Fen.wikipedia.org%3AArtificial+intelligence"" class=""Z3988""> ",0,xss
8.01225E+15,0,sql
"1'  )   union all select null,null#",1,sql
" </p><p>With social media sites overtaking TV as a source for news for young people and news organizations increasingly reliant on social media platforms for generating distribution,<sup id=""cite_ref-297"" class=""reference""><a href=""#cite_note-297"">&#91;286&#93; </a> </sup> major publishers now use artificial intelligence (AI) technology to post stories more effectively and generate higher volumes of traffic.<sup id=""cite_ref-298"" class=""reference""><a href=""#cite_note-298"">&#91;287&#93; </a> </sup>",0,xss
	 </span></a></dt><dd>Convenient classes to extract links to follow from pages.</dd>,0,xss
"<style>:target {color:red;}</style><h1 id=x style=""transition:color 1s"" ontransitionend=alert(1)></h1>",2,xss
<samp onpointermove=alert(1)>XSS</samp>,2,xss
"<q onmousemove=""alert(1)"">test</q>",2,xss
"<h3><span class=""mw-headline"" id=""Military"">Military ",0,xss
6.48256E+15,0,xss
SELECT * FROM private WHERE out = 'plane'  AND  ( needed = 'sheep' OR blanket = 'receive' ) ,0,sql
<label onpointerup=alert(1)>XSS</label>,2,xss
"	 </span> <span class=""reference-text"">",0,xss
"1'   )    )    and row  (  6237,7469  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  6237  =  6237,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 5192 union select 3785 union select 3931 union select 7158  )  a group by x  )   and    (    (   'fdoc' like 'fdoc",1,xss
SELECT COUNT ( sea ) FROM fly,0,xss
DELETE FROM cloud WHERE happy = 'wash',0,sql
"<li><cite id=""CITEREFNeedham1986"" class=""citation book""><a href=""/wiki/Joseph_Needham"" title=""Joseph Needham"">Needham, Joseph </a> (1986). <a href=""/wiki/Science_and_Civilization_in_China"" class=""mw-redirect"" title=""Science and Civilization in China""><i>Science and Civilization in China: Volume 2 </i> </a>. Caves Books Ltd. </cite><span title=""ctx_ver=Z39.88-2004&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Abook&amp;rft.genre=book&amp;rft.btitle=Science+and+Civilization+in+China%3A+Volume+2&amp;rft.pub=Caves+Books+Ltd.&amp;rft.date=1986&amp;rft.aulast=Needham&amp;rft.aufirst=Joseph&amp;rfr_id=info%3Asid%2Fen.wikipedia.org%3AArtificial+intelligence"" class=""Z3988""> ",0,xss
SELECT TOP 3 * FROM hill WHERE there = 'torn',0,sql
fernald,0,xss
"   SELECT Employees.create, COUNT ( Orders.homeID )  AS captainFROM    ( OrdersINNER JOIN tool ON Orders.simplestID  =  Employees.dailyID ) ",0,xss
digenova,0,sql
"<div draggable=""true"" contenteditable>drag me</div><i ondrop=alert(1) contenteditable>drop here</i>",2,xss
"<nextid onmouseleave=""alert(1)"">test</nextid>",2,xss
1  )   where 4600  =  4600 or sleep  (  5  )  --,1,sql
SELECT very ( s )  FROM dark LEFT JOIN,0,sql
"moncayo 46,",0,xss
alobras,0,sql
"1'+  (  select xlvq where 7470  =  7470 and 3707  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3   )    )   +'",1,xss
<spacer id=x tabindex=1 onbeforeactivate=alert(1)></spacer>,2,xss
 UNION SELECT,1,xss
"<style>@keyframes x{}</style><param style=""animation-name:x"" onanimationstart=""alert(1)""></param>",2,xss
SELECT safe,0,sql
"SELECT post_id, meta_key, meta_value FROM wp_postmeta WHERE post_id IN  ( 11635 )  ORDER BY meta_id ASC",0,sql
SELECT avoid ( s )  FROM room LEFT JOIN,0,sql
"<li><a href=""/wiki/Networking_hardware"" title=""Networking hardware"">Network components </a> </li>",0,xss
"c/ de las gloxinias 91,",0,sql
brot calderer,0,sql
alpedrete,0,sql
"1   )    )    as qgok where 3993  =  3993 and 3824  =  benchmark  (  5000000,md5  (  0x76555642   )    )   --",1,sql
"1'   )    )    or exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  6270  =  6270,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )    and    (    (   'luoj'  =  'luoj",1,sql
"SELECT post_id, meta_key, meta_value FROM wp_postmeta WHERE post_id IN  ( 438 )  ORDER BY meta_id ASC",0,sql
SELECT option_value FROM wp_options WHERE option_name  =  'siteground_optimizer_combine_css' LIMIT 1,0,sql
"<i draggable=""true"" ondragleave=""alert(1)"">test</i>",2,xss
" select * from users where id  =  '1' union select @ 1,version  (    )   --  1'",1,sql
"1'+  (  select 'asmj' where 7808  =  7808 or 2633  =  dbms_pipe.receive_message  (  chr  (  112  )  ||chr  (  65  )  ||chr  (  65  )  ||chr  (  103  )  ,5   )    )   +'",1,sql
"-4233%""  )   or   (  8459  =  8459  )  *4906 and   (  ""%""  =  """,1,sql
